highest_layer,transport_layer,src_ip,dst_ip,src_port,dst_port,ip_flag,packet_length,transport_flag,time,timestamp,geo_country,data 
TCP,TCP,192.168.1.35,13.107.4.50,20052,80,16384,0,16,2019-01-19 16:31:23.593200,1547895683593,Unknown,
TCP,TCP,13.107.4.50,192.168.1.35,80,20052,16384,11,16,2019-01-19 16:31:23.596025,1547895683596,Unknown,
TCP,TCP,192.168.1.35,13.107.4.50,20052,80,16384,0,16,2019-01-19 16:31:23.596159,1547895683596,Unknown,
TCP,TCP,13.107.4.50,192.168.1.35,80,20052,16384,11,16,2019-01-19 16:31:23.614324,1547895683614,Unknown,
TCP,TCP,192.168.1.35,13.107.4.50,20052,80,16384,0,16,2019-01-19 16:31:23.614462,1547895683614,Unknown,
TCP,TCP,13.107.4.50,192.168.1.35,80,20052,16384,11,16,2019-01-19 16:31:23.617302,1547895683617,Unknown,
TCP,TCP,192.168.1.35,13.107.4.50,20052,80,16384,0,16,2019-01-19 16:31:23.617476,1547895683617,Unknown,
TCP,TCP,13.107.4.50,192.168.1.35,80,20052,16384,11,16,2019-01-19 16:31:23.620759,1547895683620,Unknown,
TCP,TCP,192.168.1.35,13.107.4.50,20052,80,16384,0,16,2019-01-19 16:31:23.620976,1547895683620,Unknown,
DATA,NONE,192.168.1.35,216.58.199.174,-1,-1,8192,11,-1,2019-01-19 16:31:23.629802,1547895683629,Unknown,
DATA,NONE,192.168.1.35,216.58.199.174,-1,-1,8377,11,-1,2019-01-19 16:31:23.629835,1547895683629,Unknown,
ICMP,NONE,192.168.1.35,216.58.199.174,-1,-1,370,3,-1,2019-01-19 16:31:23.629860,1547895683629,Unknown,
TCP,TCP,13.107.4.50,192.168.1.35,80,20052,16384,11,16,2019-01-19 16:31:23.651585,1547895683651,Unknown,
TCP,TCP,192.168.1.35,13.107.4.50,20052,80,16384,0,16,2019-01-19 16:31:23.651721,1547895683651,Unknown,
TCP,TCP,13.107.4.50,192.168.1.35,80,20052,16384,11,16,2019-01-19 16:31:23.654463,1547895683654,Unknown,
TCP,TCP,192.168.1.35,13.107.4.50,20052,80,16384,0,16,2019-01-19 16:31:23.654603,1547895683654,Unknown,
TCP,TCP,13.107.4.50,192.168.1.35,80,20052,16384,11,16,2019-01-19 16:31:23.657870,1547895683657,Unknown,
TCP,TCP,192.168.1.35,13.107.4.50,20052,80,16384,0,16,2019-01-19 16:31:23.657995,1547895683657,Unknown,
TCP,TCP,13.107.4.50,192.168.1.35,80,20052,16384,11,16,2019-01-19 16:31:23.661182,1547895683661,Unknown,
TCP,TCP,192.168.1.35,13.107.4.50,20052,80,16384,0,16,2019-01-19 16:31:23.661321,1547895683661,Unknown,
TCP,TCP,13.107.4.50,192.168.1.35,80,20052,16384,11,16,2019-01-19 16:31:23.666458,1547895683666,Unknown,
TCP,TCP,192.168.1.35,13.107.4.50,20052,80,16384,0,16,2019-01-19 16:31:23.666594,1547895683666,Unknown,
TCP,TCP,13.107.4.50,192.168.1.35,80,20052,16384,11,16,2019-01-19 16:31:23.669417,1547895683669,Unknown,
TCP,TCP,192.168.1.35,13.107.4.50,20052,80,16384,0,16,2019-01-19 16:31:23.669660,1547895683669,Unknown,
TCP,TCP,13.107.4.50,192.168.1.35,80,20052,16384,11,16,2019-01-19 16:31:23.672400,1547895683672,Unknown,
TCP,TCP,192.168.1.35,13.107.4.50,20052,80,16384,0,16,2019-01-19 16:31:23.672537,1547895683672,Unknown,
TCP,TCP,13.107.4.50,192.168.1.35,80,20052,16384,11,16,2019-01-19 16:31:23.675666,1547895683675,Unknown,
TCP,TCP,192.168.1.35,13.107.4.50,20052,80,16384,0,16,2019-01-19 16:31:23.675800,1547895683675,Unknown,
TCP,TCP,13.107.4.50,192.168.1.35,80,20052,16384,11,16,2019-01-19 16:31:23.683885,1547895683683,Unknown,
TCP,TCP,192.168.1.35,13.107.4.50,20052,80,16384,0,16,2019-01-19 16:31:23.684038,1547895683684,Unknown,
TCP,TCP,13.107.4.50,192.168.1.35,80,20052,16384,11,16,2019-01-19 16:31:23.687052,1547895683687,Unknown,
TCP,TCP,192.168.1.35,13.107.4.50,20052,80,16384,0,16,2019-01-19 16:31:23.687178,1547895683687,Unknown,
TCP,TCP,13.107.4.50,192.168.1.35,80,20052,16384,11,16,2019-01-19 16:31:23.691855,1547895683691,Unknown,
TCP,TCP,192.168.1.35,13.107.4.50,20052,80,16384,0,16,2019-01-19 16:31:23.691989,1547895683691,Unknown,
TCP,TCP,13.107.4.50,192.168.1.35,80,20052,16384,11,16,2019-01-19 16:31:23.693010,1547895683693,Unknown,
TCP,TCP,192.168.1.35,13.107.4.50,20052,80,16384,0,16,2019-01-19 16:31:23.693228,1547895683693,Unknown,
TCP,TCP,13.107.4.50,192.168.1.35,80,20052,16384,11,16,2019-01-19 16:31:23.696147,1547895683696,Unknown,
TCP,TCP,192.168.1.35,13.107.4.50,20052,80,16384,0,16,2019-01-19 16:31:23.696290,1547895683696,Unknown,
TCP,TCP,13.107.4.50,192.168.1.35,80,20052,16384,11,16,2019-01-19 16:31:23.713592,1547895683713,Unknown,
TCP,TCP,192.168.1.35,13.107.4.50,20052,80,16384,0,16,2019-01-19 16:31:23.713728,1547895683713,Unknown,
TCP,TCP,13.107.4.50,192.168.1.35,80,20052,16384,11,16,2019-01-19 16:31:23.716858,1547895683716,Unknown,
TCP,TCP,192.168.1.35,13.107.4.50,20052,80,16384,0,16,2019-01-19 16:31:23.717000,1547895683717,Unknown,
TCP,TCP,13.107.4.50,192.168.1.35,80,20052,16384,11,16,2019-01-19 16:31:23.790259,1547895683790,Unknown,
TCP,TCP,192.168.1.35,13.107.4.50,20052,80,16384,0,16,2019-01-19 16:31:23.790465,1547895683790,Unknown,
TCP,TCP,13.107.4.50,192.168.1.35,80,20052,16384,11,16,2019-01-19 16:31:23.793209,1547895683793,Unknown,
TCP,TCP,13.107.4.50,192.168.1.35,80,20052,16384,11,16,2019-01-19 16:31:23.796137,1547895683796,Unknown,
TCP,TCP,192.168.1.35,13.107.4.50,20052,80,16384,0,16,2019-01-19 16:31:23.796311,1547895683796,Unknown,
TCP,TCP,13.107.4.50,192.168.1.35,80,20052,16384,11,16,2019-01-19 16:31:23.799916,1547895683799,Unknown,
TCP,TCP,13.107.4.50,192.168.1.35,80,20052,16384,11,16,2019-01-19 16:31:23.802904,1547895683802,Unknown,
TCP,TCP,192.168.1.35,13.107.4.50,20052,80,16384,0,16,2019-01-19 16:31:23.803059,1547895683803,Unknown,
TCP,TCP,13.107.4.50,192.168.1.35,80,20052,16384,11,16,2019-01-19 16:31:23.805681,1547895683805,Unknown,
TCP,TCP,13.107.4.50,192.168.1.35,80,20052,16384,11,16,2019-01-19 16:31:23.808651,1547895683808,Unknown,
TCP,TCP,192.168.1.35,13.107.4.50,20052,80,16384,0,16,2019-01-19 16:31:23.808805,1547895683808,Unknown,
TCP,TCP,13.107.4.50,192.168.1.35,80,20052,16384,7,24,2019-01-19 16:31:23.887314,1547895683887,Unknown,
TCP,TCP,192.168.1.35,13.107.4.50,20052,80,16384,0,16,2019-01-19 16:31:23.931003,1547895683931,Unknown,
ICMP,NONE,192.168.1.35,172.217.27.196,-1,-1,0,0,-1,2019-01-19 16:31:24.292800,1547895684292,Unknown,
ICMP,NONE,172.217.27.196,192.168.1.35,-1,-1,0,0,-1,2019-01-19 16:31:24.376730,1547895684376,Unknown,
SSL,TCP,192.168.1.35,52.230.83.250,18776,443,16384,1,24,2019-01-19 16:31:24.748573,1547895684748,Unknown,
SSL,TCP,52.230.83.250,192.168.1.35,443,18776,16384,1,24,2019-01-19 16:31:24.885985,1547895684885,Unknown,
TCP,TCP,192.168.1.35,52.230.83.250,18776,443,16384,0,16,2019-01-19 16:31:24.925898,1547895684925,Unknown,
ICMP,NONE,192.168.1.35,172.217.27.196,-1,-1,0,0,-1,2019-01-19 16:31:25.300973,1547895685300,Unknown,
ICMP,NONE,172.217.27.196,192.168.1.35,-1,-1,0,0,-1,2019-01-19 16:31:25.385375,1547895685385,Unknown,
TCP,TCP,192.168.1.35,111.221.29.174,20060,443,16384,0,2,2019-01-19 16:31:25.674001,1547895685674,Unknown,
TCP,TCP,111.221.29.174,192.168.1.35,443,20060,16384,0,18,2019-01-19 16:31:25.842052,1547895685842,Unknown,
TCP,TCP,192.168.1.35,111.221.29.174,20060,443,16384,0,16,2019-01-19 16:31:25.842266,1547895685842,Unknown,
SSL,TCP,192.168.1.35,111.221.29.174,20060,443,16384,2,24,2019-01-19 16:31:25.843033,1547895685843,Unknown,
SSL,TCP,111.221.29.174,192.168.1.35,443,20060,16384,11,16,2019-01-19 16:31:26.019439,1547895686019,Unknown,
TCP,TCP,111.221.29.174,192.168.1.35,443,20060,16384,11,16,2019-01-19 16:31:26.022013,1547895686022,Unknown,
TCP,TCP,192.168.1.35,111.221.29.174,20060,443,16384,0,16,2019-01-19 16:31:26.022084,1547895686022,Unknown,
TCP,TCP,111.221.29.174,192.168.1.35,443,20060,16384,11,16,2019-01-19 16:31:26.025331,1547895686025,Unknown,
TCP,TCP,111.221.29.174,192.168.1.35,443,20060,16384,11,16,2019-01-19 16:31:26.028762,1547895686028,Unknown,
TCP,TCP,192.168.1.35,111.221.29.174,20060,443,16384,0,16,2019-01-19 16:31:26.028847,1547895686028,Unknown,
SSL,TCP,111.221.29.174,192.168.1.35,443,20060,16384,1,24,2019-01-19 16:31:26.029388,1547895686029,Unknown,
SSL,TCP,192.168.1.35,111.221.29.174,20060,443,16384,1,24,2019-01-19 16:31:26.044910,1547895686044,Unknown,
SSL,TCP,111.221.29.174,192.168.1.35,443,20060,16384,0,24,2019-01-19 16:31:26.216458,1547895686216,Unknown,
SSL,TCP,192.168.1.35,111.221.29.174,20060,443,16384,11,16,2019-01-19 16:31:26.219057,1547895686219,Unknown,
SSL,TCP,192.168.1.35,111.221.29.174,20060,443,16384,4,24,2019-01-19 16:31:26.219100,1547895686219,Unknown,
SSL,TCP,192.168.1.35,111.221.29.174,20060,443,16384,11,16,2019-01-19 16:31:26.219469,1547895686219,Unknown,
TCP,TCP,192.168.1.35,111.221.29.174,20060,443,16384,11,16,2019-01-19 16:31:26.219498,1547895686219,Unknown,
TCP,TCP,192.168.1.35,111.221.29.174,20060,443,16384,11,16,2019-01-19 16:31:26.219533,1547895686219,Unknown,
TCP,TCP,192.168.1.35,111.221.29.174,20060,443,16384,11,16,2019-01-19 16:31:26.219560,1547895686219,Unknown,
SSL,TCP,192.168.1.35,111.221.29.174,20060,443,16384,1,24,2019-01-19 16:31:26.219584,1547895686219,Unknown,
ICMP,NONE,192.168.1.35,172.217.27.196,-1,-1,0,0,-1,2019-01-19 16:31:26.306764,1547895686306,Unknown,
TCP,TCP,111.221.29.174,192.168.1.35,443,20060,16384,0,16,2019-01-19 16:31:26.416332,1547895686416,Unknown,
ICMP,NONE,172.217.27.196,192.168.1.35,-1,-1,0,0,-1,2019-01-19 16:31:26.439937,1547895686439,Unknown,
TCP,TCP,111.221.29.174,192.168.1.35,443,20060,16384,0,16,2019-01-19 16:31:26.467856,1547895686467,Unknown,
TCP,TCP,111.221.29.174,192.168.1.35,443,20060,16384,0,16,2019-01-19 16:31:26.518701,1547895686518,Unknown,
SSL,TCP,111.221.29.174,192.168.1.35,443,20060,16384,11,16,2019-01-19 16:31:26.533758,1547895686533,Unknown,
TCP,TCP,111.221.29.174,192.168.1.35,443,20060,16384,11,16,2019-01-19 16:31:26.536949,1547895686536,Unknown,
TCP,TCP,192.168.1.35,111.221.29.174,20060,443,16384,0,16,2019-01-19 16:31:26.537015,1547895686537,Unknown,
TCP,TCP,111.221.29.174,192.168.1.35,443,20060,16384,11,16,2019-01-19 16:31:26.539985,1547895686539,Unknown,
TCP,TCP,111.221.29.174,192.168.1.35,443,20060,16384,11,16,2019-01-19 16:31:26.543413,1547895686543,Unknown,
TCP,TCP,192.168.1.35,111.221.29.174,20060,443,16384,0,16,2019-01-19 16:31:26.543475,1547895686543,Unknown,
TCP,TCP,111.221.29.174,192.168.1.35,443,20060,16384,11,16,2019-01-19 16:31:26.546445,1547895686546,Unknown,
TCP,TCP,111.221.29.174,192.168.1.35,443,20060,16384,11,16,2019-01-19 16:31:26.549385,1547895686549,Unknown,
TCP,TCP,192.168.1.35,111.221.29.174,20060,443,16384,0,16,2019-01-19 16:31:26.549448,1547895686549,Unknown,
SSL,TCP,111.221.29.174,192.168.1.35,443,20060,16384,1,24,2019-01-19 16:31:26.549992,1547895686549,Unknown,
TCP,TCP,192.168.1.35,111.221.29.174,20060,443,16384,0,17,2019-01-19 16:31:26.550540,1547895686550,Unknown,
TCP,TCP,111.221.29.174,192.168.1.35,443,20060,16384,0,17,2019-01-19 16:31:26.718504,1547895686718,Unknown,
TCP,TCP,192.168.1.35,111.221.29.174,20060,443,16384,0,16,2019-01-19 16:31:26.718700,1547895686718,Unknown,
HTTP,TCP,192.168.1.35,117.239.91.11,20056,80,16384,3,24,2019-01-19 16:31:26.958436,1547895686958,Unknown,
HTTP,TCP,192.168.1.35,117.239.91.10,20057,80,16384,3,24,2019-01-19 16:31:26.958811,1547895686958,Unknown,
TCP,TCP,117.239.91.11,192.168.1.35,80,20056,16384,11,16,2019-01-19 16:31:27.023841,1547895687023,Unknown,
TCP,TCP,117.239.91.11,192.168.1.35,80,20056,16384,11,16,2019-01-19 16:31:27.026762,1547895687026,Unknown,
TCP,TCP,192.168.1.35,117.239.91.11,20056,80,16384,0,16,2019-01-19 16:31:27.026859,1547895687026,Unknown,
TCP,TCP,117.239.91.11,192.168.1.35,80,20056,16384,11,16,2019-01-19 16:31:27.030841,1547895687030,Unknown,
TCP,TCP,117.239.91.11,192.168.1.35,80,20056,16384,11,16,2019-01-19 16:31:27.032714,1547895687032,Unknown,
TCP,TCP,192.168.1.35,117.239.91.11,20056,80,16384,0,16,2019-01-19 16:31:27.032806,1547895687032,Unknown,
TCP,TCP,117.239.91.11,192.168.1.35,80,20056,16384,11,16,2019-01-19 16:31:27.035966,1547895687035,Unknown,
TCP,TCP,117.239.91.11,192.168.1.35,80,20056,16384,11,16,2019-01-19 16:31:27.039211,1547895687039,Unknown,
TCP,TCP,192.168.1.35,117.239.91.11,20056,80,16384,0,16,2019-01-19 16:31:27.039351,1547895687039,Unknown,
TCP,TCP,117.239.91.10,192.168.1.35,80,20057,16384,7,24,2019-01-19 16:31:27.041488,1547895687041,Unknown,
TCP,TCP,117.239.91.10,192.168.1.35,80,20057,16384,11,16,2019-01-19 16:31:27.044494,1547895687044,Unknown,
TCP,TCP,192.168.1.35,117.239.91.10,20057,80,16384,0,16,2019-01-19 16:31:27.044585,1547895687044,Unknown,
TCP,TCP,117.239.91.10,192.168.1.35,80,20057,16384,11,16,2019-01-19 16:31:27.047744,1547895687047,Unknown,
TCP,TCP,117.239.91.10,192.168.1.35,80,20057,16384,11,16,2019-01-19 16:31:27.050441,1547895687050,Unknown,
TCP,TCP,192.168.1.35,117.239.91.10,20057,80,16384,0,16,2019-01-19 16:31:27.050530,1547895687050,Unknown,
TCP,TCP,117.239.91.10,192.168.1.35,80,20057,16384,11,16,2019-01-19 16:31:27.053992,1547895687053,Unknown,
TCP,TCP,117.239.91.10,192.168.1.35,80,20057,16384,11,16,2019-01-19 16:31:27.056971,1547895687056,Unknown,
TCP,TCP,192.168.1.35,117.239.91.10,20057,80,16384,0,16,2019-01-19 16:31:27.057060,1547895687057,Unknown,
TCP,TCP,117.239.91.10,192.168.1.35,80,20057,16384,11,16,2019-01-19 16:31:27.059931,1547895687059,Unknown,
TCP,TCP,117.239.91.10,192.168.1.35,80,20057,16384,11,16,2019-01-19 16:31:27.062871,1547895687062,Unknown,
TCP,TCP,192.168.1.35,117.239.91.10,20057,80,16384,0,16,2019-01-19 16:31:27.062955,1547895687062,Unknown,
TCP,TCP,117.239.91.10,192.168.1.35,80,20057,16384,11,16,2019-01-19 16:31:27.066409,1547895687066,Unknown,
TCP,TCP,117.239.91.10,192.168.1.35,80,20057,16384,11,16,2019-01-19 16:31:27.070839,1547895687070,Unknown,
TCP,TCP,192.168.1.35,117.239.91.10,20057,80,16384,0,16,2019-01-19 16:31:27.070883,1547895687070,Unknown,
TCP,TCP,117.239.91.10,192.168.1.35,80,20057,16384,11,16,2019-01-19 16:31:27.072398,1547895687072,Unknown,
TCP,TCP,117.239.91.10,192.168.1.35,80,20057,16384,11,16,2019-01-19 16:31:27.075361,1547895687075,Unknown,
TCP,TCP,192.168.1.35,117.239.91.10,20057,80,16384,0,16,2019-01-19 16:31:27.075404,1547895687075,Unknown,
TCP,TCP,117.239.91.10,192.168.1.35,80,20057,16384,11,16,2019-01-19 16:31:27.078642,1547895687078,Unknown,
TCP,TCP,117.239.91.10,192.168.1.35,80,20057,16384,11,16,2019-01-19 16:31:27.081859,1547895687081,Unknown,
TCP,TCP,192.168.1.35,117.239.91.10,20057,80,16384,0,16,2019-01-19 16:31:27.081946,1547895687081,Unknown,
TCP,TCP,117.239.91.10,192.168.1.35,80,20057,16384,11,16,2019-01-19 16:31:27.084883,1547895687084,Unknown,
TCP,TCP,117.239.91.10,192.168.1.35,80,20057,16384,11,16,2019-01-19 16:31:27.087834,1547895687087,Unknown,
TCP,TCP,192.168.1.35,117.239.91.10,20057,80,16384,0,16,2019-01-19 16:31:27.087884,1547895687087,Unknown,
TCP,TCP,117.239.91.10,192.168.1.35,80,20057,16384,11,16,2019-01-19 16:31:27.091151,1547895687091,Unknown,
TCP,TCP,117.239.91.10,192.168.1.35,80,20057,16384,11,16,2019-01-19 16:31:27.094111,1547895687094,Unknown,
TCP,TCP,192.168.1.35,117.239.91.10,20057,80,16384,0,16,2019-01-19 16:31:27.094205,1547895687094,Unknown,
TCP,TCP,117.239.91.10,192.168.1.35,80,20057,16384,11,16,2019-01-19 16:31:27.097420,1547895687097,Unknown,
TCP,TCP,117.239.91.11,192.168.1.35,80,20056,16384,11,16,2019-01-19 16:31:27.100364,1547895687100,Unknown,
TCP,TCP,117.239.91.10,192.168.1.35,80,20057,16384,11,16,2019-01-19 16:31:27.103636,1547895687103,Unknown,
TCP,TCP,192.168.1.35,117.239.91.10,20057,80,16384,0,16,2019-01-19 16:31:27.103796,1547895687103,Unknown,
TCP,TCP,117.239.91.11,192.168.1.35,80,20056,16384,11,16,2019-01-19 16:31:27.106669,1547895687106,Unknown,
TCP,TCP,192.168.1.35,117.239.91.11,20056,80,16384,0,16,2019-01-19 16:31:27.106856,1547895687106,Unknown,
TCP,TCP,117.239.91.10,192.168.1.35,80,20057,16384,11,16,2019-01-19 16:31:27.109688,1547895687109,Unknown,
TCP,TCP,117.239.91.10,192.168.1.35,80,20057,16384,11,16,2019-01-19 16:31:27.112631,1547895687112,Unknown,
TCP,TCP,192.168.1.35,117.239.91.10,20057,80,16384,0,16,2019-01-19 16:31:27.112820,1547895687112,Unknown,
TCP,TCP,117.239.91.10,192.168.1.35,80,20057,16384,11,16,2019-01-19 16:31:27.116170,1547895687116,Unknown,
TCP,TCP,117.239.91.10,192.168.1.35,80,20057,16384,11,16,2019-01-19 16:31:27.119087,1547895687119,Unknown,
TCP,TCP,192.168.1.35,117.239.91.10,20057,80,16384,0,16,2019-01-19 16:31:27.119242,1547895687119,Unknown,
TCP,TCP,117.239.91.10,192.168.1.35,80,20057,16384,11,16,2019-01-19 16:31:27.123651,1547895687123,Unknown,
TCP,TCP,117.239.91.10,192.168.1.35,80,20057,16384,11,16,2019-01-19 16:31:27.125168,1547895687125,Unknown,
TCP,TCP,192.168.1.35,117.239.91.10,20057,80,16384,0,16,2019-01-19 16:31:27.125315,1547895687125,Unknown,
TCP,TCP,117.239.91.10,192.168.1.35,80,20057,16384,11,16,2019-01-19 16:31:27.128413,1547895687128,Unknown,
TCP,TCP,117.239.91.10,192.168.1.35,80,20057,16384,11,16,2019-01-19 16:31:27.133216,1547895687133,Unknown,
TCP,TCP,192.168.1.35,117.239.91.10,20057,80,16384,0,16,2019-01-19 16:31:27.133375,1547895687133,Unknown,
TCP,TCP,117.239.91.10,192.168.1.35,80,20057,16384,11,16,2019-01-19 16:31:27.134632,1547895687134,Unknown,
TCP,TCP,117.239.91.10,192.168.1.35,80,20057,16384,11,16,2019-01-19 16:31:27.137626,1547895687137,Unknown,
TCP,TCP,192.168.1.35,117.239.91.10,20057,80,16384,0,16,2019-01-19 16:31:27.137783,1547895687137,Unknown,
TCP,TCP,117.239.91.10,192.168.1.35,80,20057,16384,11,16,2019-01-19 16:31:27.140913,1547895687140,Unknown,
TCP,TCP,117.239.91.10,192.168.1.35,80,20057,16384,11,16,2019-01-19 16:31:27.143823,1547895687143,Unknown,
TCP,TCP,192.168.1.35,117.239.91.10,20057,80,16384,0,16,2019-01-19 16:31:27.143974,1547895687143,Unknown,
TCP,TCP,117.239.91.10,192.168.1.35,80,20057,16384,11,16,2019-01-19 16:31:27.146871,1547895687146,Unknown,
TCP,TCP,117.239.91.11,192.168.1.35,80,20056,16384,11,16,2019-01-19 16:31:27.150153,1547895687150,Unknown,
TCP,TCP,117.239.91.11,192.168.1.35,80,20056,16384,11,16,2019-01-19 16:31:27.153270,1547895687153,Unknown,
TCP,TCP,192.168.1.35,117.239.91.11,20056,80,16384,0,16,2019-01-19 16:31:27.153420,1547895687153,Unknown,
TCP,TCP,117.239.91.11,192.168.1.35,80,20056,16384,11,16,2019-01-19 16:31:27.156368,1547895687156,Unknown,
TCP,TCP,117.239.91.11,192.168.1.35,80,20056,16384,11,16,2019-01-19 16:31:27.159565,1547895687159,Unknown,
TCP,TCP,192.168.1.35,117.239.91.11,20056,80,16384,0,16,2019-01-19 16:31:27.159741,1547895687159,Unknown,
TCP,TCP,117.239.91.11,192.168.1.35,80,20056,16384,11,16,2019-01-19 16:31:27.162360,1547895687162,Unknown,
TCP,TCP,117.239.91.11,192.168.1.35,80,20056,16384,11,16,2019-01-19 16:31:27.165807,1547895687165,Unknown,
TCP,TCP,192.168.1.35,117.239.91.11,20056,80,16384,0,16,2019-01-19 16:31:27.165961,1547895687165,Unknown,
TCP,TCP,117.239.91.11,192.168.1.35,80,20056,16384,11,16,2019-01-19 16:31:27.168854,1547895687168,Unknown,
TCP,TCP,117.239.91.11,192.168.1.35,80,20056,16384,11,16,2019-01-19 16:31:27.173291,1547895687173,Unknown,
TCP,TCP,192.168.1.35,117.239.91.11,20056,80,16384,0,16,2019-01-19 16:31:27.173447,1547895687173,Unknown,
TCP,TCP,117.239.91.11,192.168.1.35,80,20056,16384,11,16,2019-01-19 16:31:27.174787,1547895687174,Unknown,
TCP,TCP,117.239.91.11,192.168.1.35,80,20056,16384,11,16,2019-01-19 16:31:27.178299,1547895687178,Unknown,
TCP,TCP,192.168.1.35,117.239.91.11,20056,80,16384,0,16,2019-01-19 16:31:27.178468,1547895687178,Unknown,
TCP,TCP,117.239.91.11,192.168.1.35,80,20056,16384,11,16,2019-01-19 16:31:27.181338,1547895687181,Unknown,
TCP,TCP,117.239.91.11,192.168.1.35,80,20056,16384,11,16,2019-01-19 16:31:27.184271,1547895687184,Unknown,
TCP,TCP,192.168.1.35,117.239.91.11,20056,80,16384,0,16,2019-01-19 16:31:27.184428,1547895687184,Unknown,
TCP,TCP,192.168.1.35,117.239.91.10,20057,80,16384,0,16,2019-01-19 16:31:27.187301,1547895687187,Unknown,
TCP,TCP,117.239.91.11,192.168.1.35,80,20056,16384,11,16,2019-01-19 16:31:27.187466,1547895687187,Unknown,
TCP,TCP,117.239.91.11,192.168.1.35,80,20056,16384,11,16,2019-01-19 16:31:27.190504,1547895687190,Unknown,
TCP,TCP,192.168.1.35,117.239.91.11,20056,80,16384,0,16,2019-01-19 16:31:27.190652,1547895687190,Unknown,
TCP,TCP,117.239.91.11,192.168.1.35,80,20056,16384,11,16,2019-01-19 16:31:27.193567,1547895687193,Unknown,
TCP,TCP,117.239.91.11,192.168.1.35,80,20056,16384,11,16,2019-01-19 16:31:27.196793,1547895687196,Unknown,
TCP,TCP,192.168.1.35,117.239.91.11,20056,80,16384,0,16,2019-01-19 16:31:27.196991,1547895687196,Unknown,
TCP,TCP,117.239.91.11,192.168.1.35,80,20056,16384,11,16,2019-01-19 16:31:27.200070,1547895687200,Unknown,
TCP,TCP,117.239.91.11,192.168.1.35,80,20056,16384,11,16,2019-01-19 16:31:27.203024,1547895687203,Unknown,
TCP,TCP,192.168.1.35,117.239.91.11,20056,80,16384,0,16,2019-01-19 16:31:27.203197,1547895687203,Unknown,
TCP,TCP,117.239.91.11,192.168.1.35,80,20056,16384,11,16,2019-01-19 16:31:27.206030,1547895687206,Unknown,
TCP,TCP,117.239.91.11,192.168.1.35,80,20056,16384,11,16,2019-01-19 16:31:27.208982,1547895687208,Unknown,
TCP,TCP,192.168.1.35,117.239.91.11,20056,80,16384,0,16,2019-01-19 16:31:27.209155,1547895687209,Unknown,
TCP,TCP,117.239.91.11,192.168.1.35,80,20056,16384,11,16,2019-01-19 16:31:27.212027,1547895687212,Unknown,
TCP,TCP,117.239.91.11,192.168.1.35,80,20056,16384,11,16,2019-01-19 16:31:27.215510,1547895687215,Unknown,
TCP,TCP,192.168.1.35,117.239.91.11,20056,80,16384,0,16,2019-01-19 16:31:27.215683,1547895687215,Unknown,
TCP,TCP,117.239.91.11,192.168.1.35,80,20056,16384,11,16,2019-01-19 16:31:27.218839,1547895687218,Unknown,
TCP,TCP,117.239.91.11,192.168.1.35,80,20056,16384,11,16,2019-01-19 16:31:27.221451,1547895687221,Unknown,
TCP,TCP,192.168.1.35,117.239.91.11,20056,80,16384,0,16,2019-01-19 16:31:27.221608,1547895687221,Unknown,
TCP,TCP,117.239.91.11,192.168.1.35,80,20056,16384,11,16,2019-01-19 16:31:27.224500,1547895687224,Unknown,
TCP,TCP,117.239.91.11,192.168.1.35,80,20056,16384,11,16,2019-01-19 16:31:27.227803,1547895687227,Unknown,
TCP,TCP,192.168.1.35,117.239.91.11,20056,80,16384,0,16,2019-01-19 16:31:27.227958,1547895687227,Unknown,
TCP,TCP,117.239.91.11,192.168.1.35,80,20056,16384,11,16,2019-01-19 16:31:27.230829,1547895687230,Unknown,
TCP,TCP,117.239.91.11,192.168.1.35,80,20056,16384,11,16,2019-01-19 16:31:27.235654,1547895687235,Unknown,
TCP,TCP,192.168.1.35,117.239.91.11,20056,80,16384,0,16,2019-01-19 16:31:27.235809,1547895687235,Unknown,
TCP,TCP,117.239.91.10,192.168.1.35,80,20057,16384,11,16,2019-01-19 16:31:27.237236,1547895687237,Unknown,
TCP,TCP,117.239.91.10,192.168.1.35,80,20057,16384,11,16,2019-01-19 16:31:27.240234,1547895687240,Unknown,
TCP,TCP,192.168.1.35,117.239.91.10,20057,80,16384,0,16,2019-01-19 16:31:27.240386,1547895687240,Unknown,
TCP,TCP,117.239.91.10,192.168.1.35,80,20057,16384,11,16,2019-01-19 16:31:27.243215,1547895687243,Unknown,
