highest_layer,transport_layer,src_ip,dst_ip,src_port,dst_port,ip_flag,packet_length,transport_flag,time,timestamp,geo_country,data 
TCP,TCP,192.168.1.35,192.168.1.1,20348,48025,16384,0,2,2019-01-19 17:12:21.081413,1547898141081,Unknown,
TCP,TCP,192.168.1.1,192.168.1.35,48025,20348,16384,0,18,2019-01-19 17:12:21.083050,1547898141083,Unknown,
TCP,TCP,192.168.1.35,192.168.1.1,20348,48025,16384,0,16,2019-01-19 17:12:21.083342,1547898141083,Unknown,
HTTP,TCP,192.168.1.35,192.168.1.1,20348,48025,16384,1,24,2019-01-19 17:12:21.083587,1547898141083,Unknown,
TCP,TCP,192.168.1.1,192.168.1.35,48025,20348,16384,0,16,2019-01-19 17:12:21.085174,1547898141085,Unknown,
TCP,TCP,192.168.1.1,192.168.1.35,48025,20348,16384,11,16,2019-01-19 17:12:21.087215,1547898141087,Unknown,
XML,TCP,192.168.1.1,192.168.1.35,48025,20348,16384,9,24,2019-01-19 17:12:21.087454,1547898141087,Unknown,
TCP,TCP,192.168.1.35,192.168.1.1,20348,48025,16384,0,16,2019-01-19 17:12:21.087581,1547898141087,Unknown,
TCP,TCP,192.168.1.1,192.168.1.35,48025,20348,16384,0,17,2019-01-19 17:12:21.087677,1547898141087,Unknown,
TCP,TCP,192.168.1.35,192.168.1.1,20348,48025,16384,0,17,2019-01-19 17:12:21.087714,1547898141087,Unknown,
TCP,TCP,192.168.1.35,192.168.1.1,20348,48025,16384,0,16,2019-01-19 17:12:21.087793,1547898141087,Unknown,
TCP,TCP,192.168.1.1,192.168.1.35,48025,20348,16384,0,16,2019-01-19 17:12:21.088992,1547898141088,Unknown,
ICMP,NONE,192.168.1.35,172.217.27.196,-1,-1,0,0,-1,2019-01-19 17:12:21.827980,1547898141827,Unknown,
ICMP,NONE,172.217.27.196,192.168.1.35,-1,-1,0,0,-1,2019-01-19 17:12:21.905468,1547898141905,Unknown,
ICMP,NONE,192.168.1.35,172.217.27.196,-1,-1,0,0,-1,2019-01-19 17:12:22.837398,1547898142837,Unknown,
ICMP,NONE,172.217.27.196,192.168.1.35,-1,-1,0,0,-1,2019-01-19 17:12:22.914964,1547898142914,Unknown,
ICMPV6,NONE,fe80::1,ff02::1,-1,-1,-1,0,-1,2019-01-19 17:12:23.823503,1547898143823,Unknown,
ICMP,NONE,192.168.1.35,172.217.27.196,-1,-1,0,0,-1,2019-01-19 17:12:23.846478,1547898143846,Unknown,
ICMP,NONE,172.217.27.196,192.168.1.35,-1,-1,0,0,-1,2019-01-19 17:12:23.923439,1547898143923,Unknown,
SSDP,UDP,192.168.1.35,239.255.255.250,50044,1900,0,1,-1,2019-01-19 17:12:24.075212,1547898144075,Unknown,
SSDP,UDP,192.168.1.1,192.168.1.35,1900,50044,16384,2,-1,2019-01-19 17:12:24.076849,1547898144076,Unknown,
SSL,TCP,192.168.1.35,52.230.83.250,18776,443,16384,1,24,2019-01-19 17:12:24.760570,1547898144760,Unknown,
ICMP,NONE,192.168.1.35,172.217.27.196,-1,-1,0,0,-1,2019-01-19 17:12:24.855278,1547898144855,Unknown,
ICMP,NONE,172.217.27.196,192.168.1.35,-1,-1,0,0,-1,2019-01-19 17:12:24.933137,1547898144933,Unknown,
TCP,TCP,192.168.1.35,52.230.83.250,18776,443,16384,1,24,2019-01-19 17:12:25.212141,1547898145212,Unknown,
TCP,TCP,52.230.83.250,192.168.1.35,443,18776,16384,0,16,2019-01-19 17:12:25.466291,1547898145466,Unknown,
TCP,TCP,52.230.83.250,192.168.1.35,443,18776,16384,1,24,2019-01-19 17:12:25.505911,1547898145505,Unknown,
TCP,TCP,192.168.1.35,52.230.83.250,18776,443,16384,0,16,2019-01-19 17:12:25.545991,1547898145545,Unknown,
ICMP,NONE,192.168.1.35,172.217.27.196,-1,-1,0,0,-1,2019-01-19 17:12:25.864248,1547898145864,Unknown,
ICMP,NONE,172.217.27.196,192.168.1.35,-1,-1,0,0,-1,2019-01-19 17:12:25.941551,1547898145941,Unknown,
TCP,TCP,192.168.1.35,23.62.135.68,20341,443,16384,0,17,2019-01-19 17:12:26.305126,1547898146305,Unknown,
TCP,TCP,192.168.1.35,23.62.135.68,20340,443,16384,0,17,2019-01-19 17:12:26.305387,1547898146305,Unknown,
TCP,TCP,192.168.1.35,23.62.135.68,20339,443,16384,0,17,2019-01-19 17:12:26.306104,1547898146306,Unknown,
SSL,TCP,23.62.135.68,192.168.1.35,443,20340,16384,0,24,2019-01-19 17:12:26.584056,1547898146584,Unknown,
TCP,TCP,192.168.1.35,23.62.135.68,20340,443,16384,0,20,2019-01-19 17:12:26.584243,1547898146584,Unknown,
TCP,TCP,23.62.135.68,192.168.1.35,443,20340,16384,0,17,2019-01-19 17:12:26.584418,1547898146584,Unknown,
SSL,TCP,23.62.135.68,192.168.1.35,443,20339,16384,0,24,2019-01-19 17:12:26.590225,1547898146590,Unknown,
TCP,TCP,192.168.1.35,23.62.135.68,20339,443,16384,0,20,2019-01-19 17:12:26.590406,1547898146590,Unknown,
TCP,TCP,23.62.135.68,192.168.1.35,443,20339,16384,0,17,2019-01-19 17:12:26.590580,1547898146590,Unknown,
SSL,TCP,23.62.135.68,192.168.1.35,443,20341,16384,0,24,2019-01-19 17:12:26.597480,1547898146597,Unknown,
TCP,TCP,192.168.1.35,23.62.135.68,20341,443,16384,0,20,2019-01-19 17:12:26.597664,1547898146597,Unknown,
TCP,TCP,23.62.135.68,192.168.1.35,443,20341,16384,0,17,2019-01-19 17:12:26.597848,1547898146597,Unknown,
ICMP,NONE,192.168.1.35,172.217.27.196,-1,-1,0,0,-1,2019-01-19 17:12:26.873017,1547898146873,Unknown,
ICMP,NONE,172.217.27.196,192.168.1.35,-1,-1,0,0,-1,2019-01-19 17:12:26.949424,1547898146949,Unknown,
SSDP,UDP,192.168.1.35,239.255.255.250,50044,1900,0,1,-1,2019-01-19 17:12:27.075990,1547898147075,Unknown,
SSDP,UDP,192.168.1.1,192.168.1.35,1900,50044,16384,2,-1,2019-01-19 17:12:27.077664,1547898147077,Unknown,
ICMP,NONE,192.168.1.35,172.217.27.196,-1,-1,0,0,-1,2019-01-19 17:12:27.882027,1547898147882,Unknown,
DNS,UDP,fe80::e8c6:ffec:88f9:7080,fe80::1,61392,53,-1,0,-1,2019-01-19 17:12:27.933719,1547898147933,Unknown,
ICMP,NONE,172.217.27.196,192.168.1.35,-1,-1,0,0,-1,2019-01-19 17:12:27.958960,1547898147958,Unknown,
ICMPV6,NONE,fe80::1,ff02::1:fff9:7080,-1,-1,-1,0,-1,2019-01-19 17:12:28.010203,1547898148010,Unknown,
ICMPV6,NONE,fe80::e8c6:ffec:88f9:7080,fe80::1,-1,-1,-1,0,-1,2019-01-19 17:12:28.010489,1547898148010,Unknown,
DNS,UDP,fe80::1,fe80::e8c6:ffec:88f9:7080,53,61392,-1,1,-1,2019-01-19 17:12:28.011955,1547898148011,Unknown,
TCP,TCP,192.168.1.35,111.221.29.253,20349,443,16384,0,2,2019-01-19 17:12:28.013358,1547898148013,Unknown,
TCP,TCP,111.221.29.253,192.168.1.35,443,20349,16384,0,18,2019-01-19 17:12:28.265021,1547898148265,Unknown,
TCP,TCP,192.168.1.35,111.221.29.253,20349,443,16384,0,16,2019-01-19 17:12:28.265236,1547898148265,Unknown,
SSL,TCP,192.168.1.35,111.221.29.253,20349,443,16384,2,24,2019-01-19 17:12:28.266084,1547898148266,Unknown,
SSL,TCP,111.221.29.253,192.168.1.35,443,20349,16384,11,16,2019-01-19 17:12:28.529275,1547898148529,Unknown,
TCP,TCP,111.221.29.253,192.168.1.35,443,20349,16384,11,16,2019-01-19 17:12:28.531989,1547898148531,Unknown,
TCP,TCP,192.168.1.35,111.221.29.253,20349,443,16384,0,16,2019-01-19 17:12:28.532152,1547898148532,Unknown,
SSL,TCP,111.221.29.253,192.168.1.35,443,20349,16384,8,24,2019-01-19 17:12:28.534439,1547898148534,Unknown,
SSL,TCP,192.168.1.35,111.221.29.253,20349,443,16384,1,24,2019-01-19 17:12:28.538523,1547898148538,Unknown,
SSL,TCP,111.221.29.253,192.168.1.35,443,20349,16384,0,24,2019-01-19 17:12:28.781544,1547898148781,Unknown,
SSL,TCP,111.221.29.253,192.168.1.35,443,20349,16384,0,24,2019-01-19 17:12:28.782177,1547898148782,Unknown,
TCP,TCP,192.168.1.35,111.221.29.253,20349,443,16384,0,16,2019-01-19 17:12:28.782300,1547898148782,Unknown,
SSL,TCP,192.168.1.35,111.221.29.253,20349,443,16384,1,24,2019-01-19 17:12:28.803286,1547898148803,Unknown,
SSL,TCP,192.168.1.35,111.221.29.253,20349,443,16384,6,24,2019-01-19 17:12:28.803540,1547898148803,Unknown,
SSL,TCP,192.168.1.35,111.221.29.253,20349,443,16384,0,24,2019-01-19 17:12:28.803844,1547898148803,Unknown,
ICMP,NONE,192.168.1.35,172.217.27.196,-1,-1,0,0,-1,2019-01-19 17:12:28.886927,1547898148886,Unknown,
ICMP,NONE,172.217.27.196,192.168.1.35,-1,-1,0,0,-1,2019-01-19 17:12:28.965221,1547898148965,Unknown,
SSL,TCP,111.221.29.253,192.168.1.35,443,20349,16384,0,24,2019-01-19 17:12:29.047369,1547898149047,Unknown,
SSL,TCP,111.221.29.253,192.168.1.35,443,20349,16384,1,24,2019-01-19 17:12:29.067689,1547898149067,Unknown,
TCP,TCP,192.168.1.35,111.221.29.253,20349,443,16384,0,16,2019-01-19 17:12:29.067889,1547898149067,Unknown,
SSL,TCP,192.168.1.35,111.221.29.253,20349,443,16384,3,24,2019-01-19 17:12:29.084393,1547898149084,Unknown,
TCP,TCP,111.221.29.253,192.168.1.35,443,20349,16384,0,16,2019-01-19 17:12:29.128180,1547898149128,Unknown,
SSL,TCP,111.221.29.253,192.168.1.35,443,20349,16384,0,24,2019-01-19 17:12:29.365923,1547898149365,Unknown,
TCP,TCP,192.168.1.35,111.221.29.253,20349,443,16384,0,17,2019-01-19 17:12:29.372519,1547898149372,Unknown,
SSL,TCP,111.221.29.253,192.168.1.35,443,20349,16384,0,24,2019-01-19 17:12:29.618476,1547898149618,Unknown,
TCP,TCP,192.168.1.35,111.221.29.253,20349,443,16384,0,20,2019-01-19 17:12:29.618669,1547898149618,Unknown,
TCP,TCP,111.221.29.253,192.168.1.35,443,20349,16384,0,17,2019-01-19 17:12:29.619463,1547898149619,Unknown,
ICMP,NONE,192.168.1.35,172.217.27.196,-1,-1,0,0,-1,2019-01-19 17:12:29.895946,1547898149895,Unknown,
ICMP,NONE,172.217.27.196,192.168.1.35,-1,-1,0,0,-1,2019-01-19 17:12:29.973355,1547898149973,Unknown,
ICMP,NONE,192.168.1.35,172.217.27.196,-1,-1,0,0,-1,2019-01-19 17:12:30.904128,1547898150904,Unknown,
ICMP,NONE,172.217.27.196,192.168.1.35,-1,-1,0,0,-1,2019-01-19 17:12:30.981211,1547898150981,Unknown,
SSDP,UDP,192.168.1.35,239.255.255.250,50044,1900,0,1,-1,2019-01-19 17:12:31.091536,1547898151091,Unknown,
SSDP,UDP,192.168.1.1,192.168.1.35,1900,50044,16384,2,-1,2019-01-19 17:12:31.093164,1547898151093,Unknown,
TCP,TCP,192.168.1.35,192.168.1.1,20350,48025,16384,0,2,2019-01-19 17:12:31.098917,1547898151098,Unknown,
TCP,TCP,192.168.1.1,192.168.1.35,48025,20350,16384,0,18,2019-01-19 17:12:31.100365,1547898151100,Unknown,
TCP,TCP,192.168.1.35,192.168.1.1,20350,48025,16384,0,16,2019-01-19 17:12:31.100585,1547898151100,Unknown,
HTTP,TCP,192.168.1.35,192.168.1.1,20350,48025,16384,1,24,2019-01-19 17:12:31.100845,1547898151100,Unknown,
TCP,TCP,192.168.1.1,192.168.1.35,48025,20350,16384,0,16,2019-01-19 17:12:31.102306,1547898151102,Unknown,
TCP,TCP,192.168.1.1,192.168.1.35,48025,20350,16384,11,16,2019-01-19 17:12:31.103445,1547898151103,Unknown,
XML,TCP,192.168.1.1,192.168.1.35,48025,20350,16384,9,24,2019-01-19 17:12:31.106406,1547898151106,Unknown,
TCP,TCP,192.168.1.35,192.168.1.1,20350,48025,16384,0,16,2019-01-19 17:12:31.106593,1547898151106,Unknown,
TCP,TCP,192.168.1.1,192.168.1.35,48025,20350,16384,0,17,2019-01-19 17:12:31.106773,1547898151106,Unknown,
TCP,TCP,192.168.1.35,192.168.1.1,20350,48025,16384,0,17,2019-01-19 17:12:31.106781,1547898151106,Unknown,
TCP,TCP,192.168.1.35,192.168.1.1,20350,48025,16384,0,16,2019-01-19 17:12:31.106905,1547898151106,Unknown,
TCP,TCP,192.168.1.1,192.168.1.35,48025,20350,16384,0,16,2019-01-19 17:12:31.108072,1547898151108,Unknown,
ICMP,NONE,192.168.1.35,172.217.27.196,-1,-1,0,0,-1,2019-01-19 17:12:31.913699,1547898151913,Unknown,
ICMP,NONE,172.217.27.196,192.168.1.35,-1,-1,0,0,-1,2019-01-19 17:12:31.991638,1547898151991,Unknown,
ICMPV6,NONE,fe80::e8c6:ffec:88f9:7080,fe80::1,-1,-1,-1,0,-1,2019-01-19 17:12:32.622306,1547898152622,Unknown,
ICMPV6,NONE,fe80::1,fe80::e8c6:ffec:88f9:7080,-1,-1,-1,0,-1,2019-01-19 17:12:32.623523,1547898152623,Unknown,
ICMPV6,NONE,fe80::1,ff02::1,-1,-1,-1,0,-1,2019-01-19 17:12:32.624089,1547898152624,Unknown,
ICMP,NONE,192.168.1.35,172.217.27.196,-1,-1,0,0,-1,2019-01-19 17:12:32.922114,1547898152922,Unknown,
ICMP,NONE,172.217.27.196,192.168.1.35,-1,-1,0,0,-1,2019-01-19 17:12:32.999229,1547898152999,Unknown,
ICMP,NONE,192.168.1.35,172.217.27.196,-1,-1,0,0,-1,2019-01-19 17:12:33.931001,1547898153931,Unknown,
ICMP,NONE,172.217.27.196,192.168.1.35,-1,-1,0,0,-1,2019-01-19 17:12:34.007745,1547898154007,Unknown,
SSDP,UDP,192.168.1.35,239.255.255.250,50044,1900,0,1,-1,2019-01-19 17:12:34.092131,1547898154092,Unknown,
SSDP,UDP,192.168.1.1,192.168.1.35,1900,50044,16384,2,-1,2019-01-19 17:12:34.093752,1547898154093,Unknown,
ICMP,NONE,192.168.1.35,172.217.27.196,-1,-1,0,0,-1,2019-01-19 17:12:34.938838,1547898154938,Unknown,
ICMP,NONE,172.217.27.196,192.168.1.35,-1,-1,0,0,-1,2019-01-19 17:12:35.015987,1547898155015,Unknown,
ICMP,NONE,192.168.1.35,172.217.27.196,-1,-1,0,0,-1,2019-01-19 17:12:35.947290,1547898155947,Unknown,
ICMP,NONE,172.217.27.196,192.168.1.35,-1,-1,0,0,-1,2019-01-19 17:12:36.023435,1547898156023,Unknown,
ICMP,NONE,192.168.1.35,172.217.27.196,-1,-1,0,0,-1,2019-01-19 17:12:36.955087,1547898156955,Unknown,
ICMP,NONE,172.217.27.196,192.168.1.35,-1,-1,0,0,-1,2019-01-19 17:12:37.031572,1547898157031,Unknown,
SSDP,UDP,192.168.1.35,239.255.255.250,50044,1900,0,1,-1,2019-01-19 17:12:37.093062,1547898157093,Unknown,
SSDP,UDP,192.168.1.1,192.168.1.35,1900,50044,16384,2,-1,2019-01-19 17:12:37.094710,1547898157094,Unknown,
ICMPV6,NONE,fe80::1,ff02::1,-1,-1,-1,0,-1,2019-01-19 17:12:37.773374,1547898157773,Unknown,
ICMP,NONE,192.168.1.35,172.217.27.196,-1,-1,0,0,-1,2019-01-19 17:12:37.964639,1547898157964,Unknown,
ICMP,NONE,172.217.27.196,192.168.1.35,-1,-1,0,0,-1,2019-01-19 17:12:38.043265,1547898158043,Unknown,
ICMP,NONE,192.168.1.35,172.217.27.196,-1,-1,0,0,-1,2019-01-19 17:12:38.973422,1547898158973,Unknown,
ICMP,NONE,172.217.27.196,192.168.1.35,-1,-1,0,0,-1,2019-01-19 17:12:39.049309,1547898159049,Unknown,
ICMP,NONE,192.168.1.35,172.217.27.196,-1,-1,0,0,-1,2019-01-19 17:12:39.982201,1547898159982,Unknown,
ICMP,NONE,172.217.27.196,192.168.1.35,-1,-1,0,0,-1,2019-01-19 17:12:40.059251,1547898160059,Unknown,
ICMP,NONE,192.168.1.35,172.217.27.196,-1,-1,0,0,-1,2019-01-19 17:12:40.990006,1547898160990,Unknown,
ICMP,NONE,172.217.27.196,192.168.1.35,-1,-1,0,0,-1,2019-01-19 17:12:41.066913,1547898161066,Unknown,
SSDP,UDP,192.168.1.35,239.255.255.250,50044,1900,0,1,-1,2019-01-19 17:12:41.108023,1547898161108,Unknown,
SSDP,UDP,192.168.1.1,192.168.1.35,1900,50044,16384,2,-1,2019-01-19 17:12:41.109703,1547898161109,Unknown,
TCP,TCP,192.168.1.35,192.168.1.1,20351,48025,16384,0,2,2019-01-19 17:12:41.114556,1547898161114,Unknown,
TCP,TCP,192.168.1.1,192.168.1.35,48025,20351,16384,0,18,2019-01-19 17:12:41.115889,1547898161115,Unknown,
TCP,TCP,192.168.1.35,192.168.1.1,20351,48025,16384,0,16,2019-01-19 17:12:41.116098,1547898161116,Unknown,
HTTP,TCP,192.168.1.35,192.168.1.1,20351,48025,16384,1,24,2019-01-19 17:12:41.116356,1547898161116,Unknown,
TCP,TCP,192.168.1.1,192.168.1.35,48025,20351,16384,0,16,2019-01-19 17:12:41.117774,1547898161117,Unknown,
TCP,TCP,192.168.1.1,192.168.1.35,48025,20351,16384,11,16,2019-01-19 17:12:41.118965,1547898161118,Unknown,
XML,TCP,192.168.1.1,192.168.1.35,48025,20351,16384,9,24,2019-01-19 17:12:41.119205,1547898161119,Unknown,
TCP,TCP,192.168.1.35,192.168.1.1,20351,48025,16384,0,16,2019-01-19 17:12:41.119318,1547898161119,Unknown,
TCP,TCP,192.168.1.35,192.168.1.1,20351,48025,16384,0,17,2019-01-19 17:12:41.119448,1547898161119,Unknown,
TCP,TCP,192.168.1.1,192.168.1.35,48025,20351,16384,0,17,2019-01-19 17:12:41.119455,1547898161119,Unknown,
TCP,TCP,192.168.1.35,192.168.1.1,20351,48025,16384,0,16,2019-01-19 17:12:41.119590,1547898161119,Unknown,
TCP,TCP,192.168.1.1,192.168.1.35,48025,20351,16384,0,16,2019-01-19 17:12:41.121047,1547898161121,Unknown,
ICMP,NONE,192.168.1.35,172.217.27.196,-1,-1,0,0,-1,2019-01-19 17:12:41.999261,1547898161999,Unknown,
ICMP,NONE,172.217.27.196,192.168.1.35,-1,-1,0,0,-1,2019-01-19 17:12:42.075114,1547898162075,Unknown,
ICMP,NONE,192.168.1.35,172.217.27.196,-1,-1,0,0,-1,2019-01-19 17:12:43.008116,1547898163008,Unknown,
ICMP,NONE,172.217.27.196,192.168.1.35,-1,-1,0,0,-1,2019-01-19 17:12:43.086888,1547898163086,Unknown,
SSL,TCP,192.0.78.23,192.168.1.35,443,18784,16384,0,24,2019-01-19 17:12:43.868763,1547898163868,Unknown,
SSL,TCP,192.168.1.35,192.0.78.23,18784,443,16384,0,24,2019-01-19 17:12:43.869550,1547898163869,Unknown,
ICMP,NONE,192.168.1.35,172.217.27.196,-1,-1,0,0,-1,2019-01-19 17:12:44.017650,1547898164017,Unknown,
TCP,TCP,192.0.78.23,192.168.1.35,443,18784,16384,0,16,2019-01-19 17:12:44.055966,1547898164055,Unknown,
ICMP,NONE,172.217.27.196,192.168.1.35,-1,-1,0,0,-1,2019-01-19 17:12:44.095384,1547898164095,Unknown,
SSDP,UDP,192.168.1.35,239.255.255.250,50044,1900,0,1,-1,2019-01-19 17:12:44.107911,1547898164107,Unknown,
SSDP,UDP,192.168.1.1,192.168.1.35,1900,50044,16384,2,-1,2019-01-19 17:12:44.111800,1547898164111,Unknown,
ICMPV6,NONE,fe80::1,ff02::1,-1,-1,-1,0,-1,2019-01-19 17:12:44.853591,1547898164853,Unknown,
ICMP,NONE,192.168.1.35,172.217.27.196,-1,-1,0,0,-1,2019-01-19 17:12:45.025309,1547898165025,Unknown,
ICMP,NONE,172.217.27.196,192.168.1.35,-1,-1,0,0,-1,2019-01-19 17:12:45.101796,1547898165101,Unknown,
ICMP,NONE,192.168.1.35,172.217.27.196,-1,-1,0,0,-1,2019-01-19 17:12:46.033769,1547898166033,Unknown,
ICMP,NONE,172.217.27.196,192.168.1.35,-1,-1,0,0,-1,2019-01-19 17:12:46.111601,1547898166111,Unknown,
ICMP,NONE,192.168.1.35,172.217.27.196,-1,-1,0,0,-1,2019-01-19 17:12:47.041364,1547898167041,Unknown,
SSDP,UDP,192.168.1.35,239.255.255.250,50044,1900,0,1,-1,2019-01-19 17:12:47.108415,1547898167108,Unknown,
SSDP,UDP,192.168.1.1,192.168.1.35,1900,50044,16384,2,-1,2019-01-19 17:12:47.110057,1547898167110,Unknown,
ICMP,NONE,172.217.27.196,192.168.1.35,-1,-1,0,0,-1,2019-01-19 17:12:47.119804,1547898167119,Unknown,
ICMP,NONE,192.168.1.35,172.217.27.196,-1,-1,0,0,-1,2019-01-19 17:12:48.050733,1547898168050,Unknown,
ICMP,NONE,172.217.27.196,192.168.1.35,-1,-1,0,0,-1,2019-01-19 17:12:48.127394,1547898168127,Unknown,
ICMPV6,NONE,fe80::1,ff02::1,-1,-1,-1,0,-1,2019-01-19 17:12:48.543468,1547898168543,Unknown,
ICMP,NONE,192.168.1.35,172.217.27.196,-1,-1,0,0,-1,2019-01-19 17:12:49.058516,1547898169058,Unknown,
ICMP,NONE,172.217.27.196,192.168.1.35,-1,-1,0,0,-1,2019-01-19 17:12:49.139278,1547898169139,Unknown,
ICMP,NONE,192.168.1.35,172.217.27.196,-1,-1,0,0,-1,2019-01-19 17:12:50.066083,1547898170066,Unknown,
ICMP,NONE,172.217.27.196,192.168.1.35,-1,-1,0,0,-1,2019-01-19 17:12:50.143449,1547898170143,Unknown,
ICMP,NONE,192.168.1.35,172.217.27.196,-1,-1,0,0,-1,2019-01-19 17:12:51.075080,1547898171075,Unknown,
SSDP,UDP,192.168.1.35,239.255.255.250,50044,1900,0,1,-1,2019-01-19 17:12:51.124369,1547898171124,Unknown,
SSDP,UDP,192.168.1.1,192.168.1.35,1900,50044,16384,2,-1,2019-01-19 17:12:51.126843,1547898171126,Unknown,
TCP,TCP,192.168.1.35,192.168.1.1,20352,48025,16384,0,2,2019-01-19 17:12:51.130695,1547898171130,Unknown,
TCP,TCP,192.168.1.1,192.168.1.35,48025,20352,16384,0,18,2019-01-19 17:12:51.132063,1547898171132,Unknown,
TCP,TCP,192.168.1.35,192.168.1.1,20352,48025,16384,0,16,2019-01-19 17:12:51.132284,1547898171132,Unknown,
HTTP,TCP,192.168.1.35,192.168.1.1,20352,48025,16384,1,24,2019-01-19 17:12:51.132544,1547898171132,Unknown,
TCP,TCP,192.168.1.1,192.168.1.35,48025,20352,16384,0,16,2019-01-19 17:12:51.134347,1547898171134,Unknown,
TCP,TCP,192.168.1.1,192.168.1.35,48025,20352,16384,11,16,2019-01-19 17:12:51.135142,1547898171135,Unknown,
XML,TCP,192.168.1.1,192.168.1.35,48025,20352,16384,9,24,2019-01-19 17:12:51.135962,1547898171135,Unknown,
TCP,TCP,192.168.1.35,192.168.1.1,20352,48025,16384,0,16,2019-01-19 17:12:51.136146,1547898171136,Unknown,
TCP,TCP,192.168.1.35,192.168.1.1,20352,48025,16384,0,17,2019-01-19 17:12:51.136277,1547898171136,Unknown,
TCP,TCP,192.168.1.1,192.168.1.35,48025,20352,16384,0,17,2019-01-19 17:12:51.136380,1547898171136,Unknown,
TCP,TCP,192.168.1.35,192.168.1.1,20352,48025,16384,0,16,2019-01-19 17:12:51.136492,1547898171136,Unknown,
TCP,TCP,192.168.1.1,192.168.1.35,48025,20352,16384,0,16,2019-01-19 17:12:51.137661,1547898171137,Unknown,
ICMP,NONE,172.217.27.196,192.168.1.35,-1,-1,0,0,-1,2019-01-19 17:12:51.161636,1547898171161,Unknown,
ICMP,NONE,192.168.1.35,172.217.27.196,-1,-1,0,0,-1,2019-01-19 17:12:52.083471,1547898172083,Unknown,
ICMP,NONE,172.217.27.196,192.168.1.35,-1,-1,0,0,-1,2019-01-19 17:12:52.161802,1547898172161,Unknown,
ICMP,NONE,192.168.1.35,172.217.27.196,-1,-1,0,0,-1,2019-01-19 17:12:53.091732,1547898173091,Unknown,
ICMP,NONE,172.217.27.196,192.168.1.35,-1,-1,0,0,-1,2019-01-19 17:12:53.169096,1547898173169,Unknown,
ICMP,NONE,192.168.1.35,172.217.27.196,-1,-1,0,0,-1,2019-01-19 17:12:54.102213,1547898174102,Unknown,
SSDP,UDP,192.168.1.35,239.255.255.250,50044,1900,0,1,-1,2019-01-19 17:12:54.125977,1547898174125,Unknown,
SSDP,UDP,192.168.1.1,192.168.1.35,1900,50044,16384,2,-1,2019-01-19 17:12:54.127659,1547898174127,Unknown,
ICMP,NONE,172.217.27.196,192.168.1.35,-1,-1,0,0,-1,2019-01-19 17:12:54.180715,1547898174180,Unknown,
ICMP,NONE,192.168.1.35,172.217.27.196,-1,-1,0,0,-1,2019-01-19 17:12:55.111431,1547898175111,Unknown,
ICMP,NONE,172.217.27.196,192.168.1.35,-1,-1,0,0,-1,2019-01-19 17:12:55.188281,1547898175188,Unknown,
ICMP,NONE,192.168.1.35,172.217.27.196,-1,-1,0,0,-1,2019-01-19 17:12:56.120427,1547898176120,Unknown,
ICMP,NONE,172.217.27.196,192.168.1.35,-1,-1,0,0,-1,2019-01-19 17:12:56.197445,1547898176197,Unknown,
SSDP,UDP,192.168.1.35,239.255.255.250,50044,1900,0,1,-1,2019-01-19 17:12:57.126956,1547898177126,Unknown,
SSDP,UDP,192.168.1.1,192.168.1.35,1900,50044,16384,2,-1,2019-01-19 17:12:57.129604,1547898177129,Unknown,
ICMP,NONE,192.168.1.35,172.217.27.196,-1,-1,0,0,-1,2019-01-19 17:12:57.129901,1547898177129,Unknown,
ICMP,NONE,172.217.27.196,192.168.1.35,-1,-1,0,0,-1,2019-01-19 17:12:57.207471,1547898177207,Unknown,
ICMPV6,NONE,fe80::1,ff02::1,-1,-1,-1,0,-1,2019-01-19 17:12:57.883593,1547898177883,Unknown,
ICMP,NONE,192.168.1.35,172.217.27.196,-1,-1,0,0,-1,2019-01-19 17:12:58.139086,1547898178139,Unknown,
ICMP,NONE,172.217.27.196,192.168.1.35,-1,-1,0,0,-1,2019-01-19 17:12:58.217311,1547898178217,Unknown,
ICMP,NONE,192.168.1.35,172.217.27.196,-1,-1,0,0,-1,2019-01-19 17:12:59.147068,1547898179147,Unknown,
ICMP,NONE,172.217.27.196,192.168.1.35,-1,-1,0,0,-1,2019-01-19 17:12:59.223477,1547898179223,Unknown,
ICMP,NONE,192.168.1.35,172.217.27.196,-1,-1,0,0,-1,2019-01-19 17:13:00.156497,1547898180156,Unknown,
ICMP,NONE,172.217.27.196,192.168.1.35,-1,-1,0,0,-1,2019-01-19 17:13:00.234221,1547898180234,Unknown,
SSDP,UDP,192.168.1.35,239.255.255.250,50044,1900,0,1,-1,2019-01-19 17:13:01.141156,1547898181141,Unknown,
SSDP,UDP,192.168.1.1,192.168.1.35,1900,50044,16384,2,-1,2019-01-19 17:13:01.144910,1547898181144,Unknown,
TCP,TCP,192.168.1.35,192.168.1.1,20353,48025,16384,0,2,2019-01-19 17:13:01.147830,1547898181147,Unknown,
TCP,TCP,192.168.1.1,192.168.1.35,48025,20353,16384,0,18,2019-01-19 17:13:01.149281,1547898181149,Unknown,
TCP,TCP,192.168.1.35,192.168.1.1,20353,48025,16384,0,16,2019-01-19 17:13:01.149495,1547898181149,Unknown,
HTTP,TCP,192.168.1.35,192.168.1.1,20353,48025,16384,1,24,2019-01-19 17:13:01.149757,1547898181149,Unknown,
TCP,TCP,192.168.1.1,192.168.1.35,48025,20353,16384,0,16,2019-01-19 17:13:01.151265,1547898181151,Unknown,
